MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),Ozone (ug/m3),PM10 Particulate (ug/m3)
2017-07-08 07:00:00,16.4,16.6,41.8,33.9,7.2
2017-07-08 08:00:00,16.0,16.7,41.2,38.8,10.3
2017-07-08 09:00:00,19.1,17.6,46.9,40.8,7.0
2017-07-08 10:00:00,30.9,28.2,75.6,43.8,9.5
2017-07-08 11:00:00,51.5,41.1,120.1,42.3,20.8
2017-07-08 12:00:00,40.8,41.9,104.5,53.7,17.7
2017-07-08 13:00:00,43.1,52.1,118.2,58.6,19.3
2017-07-08 14:00:00,35.1,44.0,97.9,66.1,10.6
2017-07-08 15:00:00,21.8,31.8,65.2,75.5,14.5
2017-07-08 16:00:00,17.2,31.5,57.9,73.5,14.4
2017-07-08 17:00:00,22.1,34.6,68.6,68.5,20.6
2017-07-08 18:00:00,12.2,28.5,47.2,67.5,22.4
2017-07-08 19:00:00,10.7,29.1,45.5,67.5,17.7
2017-07-08 20:00:00,27.9,48.6,91.4,37.3,45.4
2017-07-08 21:00:00,45.8,57.7,127.9,19.5,32.2
2017-07-08 22:00:00,34.8,56.2,109.5,17.0,27.6
2017-07-08 23:00:00,59.2,61.3,152.1,10.6,25.3
2017-07-09 00:00:00,57.0,61.1,148.6,7.8,19.2
2017-07-09 01:00:00,26.0,48.8,88.6,14.4,16.5
2017-07-09 02:00:00,21.8,45.6,79.0,16.5,13.2
2017-07-09 03:00:00,34.0,46.5,98.6,13.5,13.8
2017-07-09 04:00:00,16.4,42.0,67.2,11.0,11.6
2017-07-09 05:00:00,21.0,40.5,72.7,15.0,13.3
2017-07-09 06:00:00,22.5,40.4,75.0,18.0,12.9
2017-07-09 07:00:00,24.1,36.8,73.7,31.9,8.7
2017-07-09 08:00:00,28.7,40.5,84.5,46.2,12.4
2017-07-09 09:00:00,12.6,28.5,47.8,67.0,12.8
2017-07-09 10:00:00,18.0,34.4,61.9,68.0,16.8
2017-07-09 11:00:00,11.8,34.3,52.4,73.0,19.0
2017-07-09 12:00:00,12.6,34.8,54.1,83.4,23.6
2017-07-09 13:00:00,14.5,33.5,55.8,93.3,12.5
2017-07-09 14:00:00,12.6,36.5,55.9,94.8,16.2
2017-07-09 15:00:00,11.1,32.6,49.6,97.2,11.9
2017-07-09 16:00:00,27.5,49.3,91.5,81.9,13.6
2017-07-09 17:00:00,8.4,35.1,48.0,86.8,14.3
2017-07-09 18:00:00,13.0,41.1,61.0,81.4,11.5
2017-07-09 19:00:00,11.5,47.0,64.6,73.0,18.8
2017-07-09 20:00:00,22.2,64.7,98.7,51.2,18.7
2017-07-09 21:00:00,19.1,64.3,93.6,45.2,20.2
2017-07-09 22:00:00,23.7,64.0,100.3,42.2,20.1
2017-07-09 23:00:00,17.2,56.4,82.8,46.7,16.7
2017-07-10 00:00:00,15.3,52.7,76.1,42.1,15.1
2017-07-10 01:00:00,7.1,44.1,55.0,41.4,18.2
2017-07-10 02:00:00,29.1,52.1,96.7,21.9,22.3
2017-07-10 03:00:00,32.9,53.0,103.4,12.5,14.3
2017-07-10 04:00:00,49.7,48.3,124.5,9.5,14.2
2017-07-10 05:00:00,80.0,47.8,170.4,7.5,16.5
2017-07-10 06:00:00,75.8,43.5,159.7,14.5,14.2
2017-07-10 07:00:00,124.4,52.1,242.8,8.5,27.3
2017-07-10 08:00:00,81.5,55.8,180.8,15.0,26.4
2017-07-10 09:00:00,67.4,54.5,157.8,20.4,24.9
2017-07-10 10:00:00,58.9,49.9,140.3,29.8,19.9
2017-07-10 11:00:00,49.8,47.7,124.0,44.2,20.6
2017-07-10 12:00:00,60.1,59.7,151.8,41.2,36.4
2017-07-10 13:00:00,73.5,70.2,182.9,28.3,29.2
2017-07-10 14:00:00,88.4,71.5,207.1,25.9,19.2
2017-07-10 15:00:00,63.2,65.8,162.7,32.3,12.0
2017-07-10 16:00:00,53.2,58.5,140.0,36.8,33.0
2017-07-10 17:00:00,55.5,65.8,150.9,27.3,21.0
2017-07-10 18:00:00,59.7,64.3,155.9,22.9,20.4
2017-07-10 19:00:00,47.1,60.1,132.3,27.8,33.8
2017-07-10 20:00:00,32.2,49.0,98.3,26.8,21.5
2017-07-10 21:00:00,41.0,47.2,110.1,20.4,20.2
2017-07-10 22:00:00,46.3,42.8,113.9,15.9,14.5
2017-07-10 23:00:00,36.4,37.8,93.6,18.4,11.5
2017-07-11 00:00:00,34.7,35.2,88.4,16.3,9.6
2017-07-11 01:00:00,34.2,35.2,87.7,14.3,20.1
2017-07-11 02:00:00,24.9,28.8,67.0,17.9,9.5
2017-07-11 03:00:00,23.7,27.7,64.1,18.9,8.5
2017-07-11 04:00:00,31.4,34.7,82.8,14.9,9.0
2017-07-11 05:00:00,46.4,41.7,112.8,13.0,12.4
2017-07-11 06:00:00,65.9,46.0,147.1,9.0,14.9
2017-07-11 07:00:00,73.2,49.6,161.8,10.5,18.0
2017-07-11 08:00:00,65.1,46.1,146.0,15.9,21.7
2017-07-11 09:00:00,52.1,42.4,122.3,21.4,19.5
2017-07-11 10:00:00,44.5,39.5,107.7,25.3,20.5
2017-07-11 11:00:00,31.4,35.8,84.0,31.3,18.8
2017-07-11 12:00:00,45.6,44.1,114.0,23.4,12.9
2017-07-11 13:00:00,58.3,49.5,138.8,21.9,10.9
2017-07-11 14:00:00,61.7,54.5,149.1,22.9,27.4
2017-07-11 15:00:00,42.9,52.9,118.8,26.3,28.0
2017-07-11 16:00:00,39.5,45.1,105.6,26.8,20.4
2017-07-11 17:00:00,32.2,39.3,88.6,25.8,14.5
2017-07-11 18:00:00,27.6,43.7,86.0,23.3,14.6
2017-07-11 19:00:00,28.0,43.6,86.5,22.4,16.1
2017-07-11 20:00:00,28.8,45.3,89.4,20.9,12.5
2017-07-11 21:00:00,29.9,40.6,86.5,19.9,7.6
2017-07-11 22:00:00,29.1,40.7,85.3,18.4,5.3
2017-07-11 23:00:00,27.2,37.3,79.1,16.4,5.3
2017-07-12 00:00:00,24.5,33.7,71.3,14.3,3.6
2017-07-12 01:00:00,8.2,20.2,32.8,20.2,1.2
2017-07-12 02:00:00,6.5,11.7,21.7,29.8,2.9
2017-07-12 03:00:00,2.7,7.9,12.0,42.2,2.0
2017-07-12 04:00:00,6.5,14.0,24.0,40.2,5.8
2017-07-12 05:00:00,9.6,19.5,34.2,31.7,8.6
2017-07-12 06:00:00,20.7,25.1,56.9,27.3,9.2
2017-07-12 07:00:00,16.9,20.8,46.6,31.7,10.0
2017-07-12 08:00:00,18.8,20.6,49.4,34.7,9.6
2017-07-12 09:00:00,16.5,17.3,42.6,38.7,13.9
2017-07-12 10:00:00,17.7,17.8,44.9,41.2,18.4
2017-07-12 11:00:00,16.5,16.7,42.0,54.0,20.0
2017-07-12 12:00:00,20.3,18.8,50.0,56.0,17.0
2017-07-12 13:00:00,29.6,22.7,68.1,53.5,21.4
2017-07-12 14:00:00,34.9,26.4,80.0,53.0,16.6
2017-07-12 15:00:00,16.1,21.4,46.1,57.5,14.8
2017-07-12 16:00:00,13.8,19.3,40.4,60.5,15.6
2017-07-12 17:00:00,29.2,26.2,71.0,52.5,20.6
2017-07-12 18:00:00,25.7,25.9,65.4,53.0,33.6
2017-07-12 19:00:00,25.3,33.5,72.3,41.6,35.6
2017-07-12 20:00:00,33.0,45.1,95.7,27.8,39.9
2017-07-12 21:00:00,18.0,43.3,70.9,26.8,21.3
2017-07-12 22:00:00,17.7,35.2,62.3,37.2,18.8
2017-07-12 23:00:00,17.7,35.8,62.9,32.7,20.3
2017-07-13 00:00:00,17.4,41.2,67.9,28.1,14.7
2017-07-13 01:00:00,13.3,34.5,55.0,36.0,15.4
2017-07-13 02:00:00,9.2,26.0,40.1,42.6,14.6
2017-07-13 03:00:00,24.6,41.6,79.3,27.3,18.8
2017-07-13 04:00:00,22.3,39.5,73.7,26.8,16.0
2017-07-13 05:00:00,41.9,46.8,111.0,20.3,17.9
2017-07-13 06:00:00,42.3,42.7,107.5,25.3,13.5
2017-07-13 07:00:00,53.8,42.4,124.9,26.8,21.3
2017-07-13 08:00:00,47.6,38.8,111.9,31.2,14.2
2017-07-13 09:00:00,32.3,32.4,81.9,39.1,15.7
2017-07-13 10:00:00,33.8,34.6,86.5,39.6,22.0
2017-07-13 11:00:00,46.1,44.7,115.4,35.7,18.2
2017-07-13 12:00:00,52.6,48.3,129.1,38.1,13.3
2017-07-13 13:00:00,61.9,58.1,153.0,30.2,23.2
2017-07-13 14:00:00,41.1,47.4,110.5,45.6,18.9
2017-07-13 15:00:00,47.7,53.3,126.4,46.6,19.2
2017-07-13 16:00:00,64.2,66.1,164.5,40.6,26.0
2017-07-13 17:00:00,51.5,77.4,156.4,35.2,28.4
2017-07-13 18:00:00,58.4,79.2,168.8,30.7,33.9
2017-07-13 19:00:00,67.3,87.9,191.0,18.8,29.9
2017-07-13 20:00:00,43.1,78.6,144.6,24.3,33.2
2017-07-13 21:00:00,38.4,74.9,133.8,22.8,23.9
2017-07-13 22:00:00,51.1,74.6,153.0,19.8,22.1
2017-07-13 23:00:00,50.0,68.8,145.5,18.3,25.3
2017-07-14 00:00:00,37.4,60.7,118.1,21.4,18.9
2017-07-14 01:00:00,31.8,43.3,92.1,26.7,21.4
2017-07-14 02:00:00,21.5,36.1,69.1,29.7,16.3
2017-07-14 03:00:00,22.3,36.7,70.9,25.2,13.5
2017-07-14 04:00:00,38.5,45.9,104.9,14.3,16.0
2017-07-14 05:00:00,77.3,50.1,168.6,7.9,20.0
2017-07-14 06:00:00,94.6,51.7,196.8,5.4,24.1
2017-07-14 07:00:00,106.9,51.4,215.4,4.9,24.4
2017-07-14 08:00:00,34.2,27.7,80.2,22.8,11.6
2017-07-14 09:00:00,31.2,25.0,72.8,27.2,13.3
2017-07-14 10:00:00,77.3,35.0,153.6,22.8,17.8
2017-07-14 11:00:00,51.9,29.3,109.0,30.2,18.6
2017-07-14 12:00:00,48.9,29.5,104.5,31.7,20.4
2017-07-14 13:00:00,64.6,34.2,133.3,28.7,15.2
2017-07-14 14:00:00,89.7,46.9,184.4,23.7,16.8
2017-07-14 15:00:00,47.7,37.2,110.3,35.1,15.5
2017-07-14 16:00:00,45.4,37.9,107.6,31.7,18.2
2017-07-14 17:00:00,51.2,42.1,120.6,30.2,18.3
2017-07-14 18:00:00,63.1,52.3,149.1,23.7,21.3
2017-07-14 19:00:00,37.0,41.4,98.1,27.7,27.0
2017-07-14 20:00:00,43.5,49.1,115.8,21.3,24.0
2017-07-14 21:00:00,55.1,57.0,141.4,13.3,21.8
2017-07-14 22:00:00,106.3,70.1,233.0,2.9,23.9
2017-07-14 23:00:00,47.7,46.5,119.7,12.3,12.4
2017-07-15 00:00:00,72.4,55.1,166.1,8.9,13.2
2017-07-15 01:00:00,86.3,54.9,187.2,4.9,14.5
2017-07-15 02:00:00,65.5,52.2,152.5,5.4,11.4
2017-07-15 03:00:00,33.9,49.2,101.2,4.9,17.8
2017-07-15 04:00:00,43.5,41.6,108.3,5.4,17.8
2017-07-15 05:00:00,41.2,38.8,102.0,8.9,18.3
2017-07-15 06:00:00,58.9,41.6,132.0,8.4,20.7
2017-07-15 07:00:00,60.9,41.5,134.8,11.3,26.1
2017-07-15 08:00:00,58.2,38.8,128.0,13.3,21.8
2017-07-15 09:00:00,53.5,43.8,125.9,12.8,23.5
2017-07-15 10:00:00,40.8,37.1,99.7,21.7,22.9
2017-07-15 11:00:00,41.2,41.2,104.4,20.7,22.7
2017-07-15 12:00:00,30.1,36.2,82.3,24.2,18.9
2017-07-15 13:00:00,32.4,38.3,88.0,21.7,15.4
2017-07-15 14:00:00,39.3,44.2,104.5,20.7,17.6
2017-07-15 15:00:00,40.1,43.6,105.0,20.7,19.2
2017-07-15 16:00:00,33.5,40.6,92.0,24.7,19.1
2017-07-15 17:00:00,43.6,45.1,111.9,16.8,22.1
2017-07-15 18:00:00,49.3,49.9,125.5,8.8,19.5
2017-07-15 19:00:00,54.3,47.2,130.6,7.8,21.3
2017-07-15 20:00:00,42.8,45.2,110.8,8.8,21.0
2017-07-15 21:00:00,51.3,45.1,123.7,8.8,14.6
2017-07-15 22:00:00,54.7,44.3,128.2,5.9,14.3
2017-07-15 23:00:00,74.0,45.2,158.7,3.4,9.8
2017-07-16 00:00:00,62.7,38.9,135.0,4.9,7.7
2017-07-16 01:00:00,48.8,31.4,106.2,6.8,7.4
2017-07-16 02:00:00,37.4,27.5,84.9,7.3,5.8
2017-07-16 03:00:00,40.5,25.0,87.1,8.8,2.3
2017-07-16 04:00:00,33.2,23.8,74.6,9.8,9.0
2017-07-16 05:00:00,36.3,23.0,78.6,7.3,9.2
2017-07-16 06:00:00,36.3,23.0,78.6,7.8,11.4
2017-07-16 07:00:00,49.8,22.0,98.3,7.3,10.3
2017-07-16 08:00:00,47.1,21.6,93.8,8.8,7.9
2017-07-16 09:00:00,42.8,24.8,90.5,10.3,8.1
2017-07-16 10:00:00,45.5,27.0,96.8,9.8,9.9
2017-07-16 11:00:00,52.9,30.5,111.5,8.3,11.8
2017-07-16 12:00:00,51.7,30.0,109.3,11.8,18.7
2017-07-16 13:00:00,40.1,29.7,91.2,16.7,14.6
2017-07-16 14:00:00,38.2,31.0,89.6,16.7,14.2
2017-07-16 15:00:00,45.9,36.8,107.2,11.3,11.7
2017-07-16 16:00:00,54.4,37.4,120.8,9.3,13.7
2017-07-16 17:00:00,39.7,39.6,100.6,10.8,16.3
2017-07-16 18:00:00,45.2,35.7,105.0,10.3,18.0
2017-07-16 19:00:00,15.8,24.5,48.7,16.7,7.7
2017-07-16 20:00:00,7.3,19.3,30.5,17.2,5.8
2017-07-16 21:00:00,8.5,21.5,34.5,18.7,4.5
2017-07-16 22:00:00,14.3,23.4,45.3,18.7,6.3
2017-07-16 23:00:00,8.5,19.2,32.2,28.6,-2.9
2017-07-17 00:00:00,2.6,12.2,16.2,49.1,3.8
2017-07-17 01:00:00,3.1,10.6,15.4,47.1,4.3
2017-07-17 02:00:00,2.3,8.6,12.1,45.0,6.9
2017-07-17 03:00:00,8.1,15.7,28.2,39.5,8.9
2017-07-17 04:00:00,5.0,15.9,23.6,36.5,8.6
2017-07-17 05:00:00,11.6,21.3,39.1,32.1,9.8
2017-07-17 06:00:00,32.4,31.4,81.2,24.6,15.5
2017-07-17 07:00:00,35.5,32.4,86.9,24.1,16.0
2017-07-17 08:00:00,35.9,29.4,84.5,34.0,17.0
2017-07-17 09:00:00,39.4,28.0,88.4,38.5,15.3
2017-07-17 10:00:00,33.6,30.2,81.7,44.9,13.5
2017-07-17 11:00:00,33.2,28.5,79.4,49.9,15.3
2017-07-17 12:00:00,58.7,43.0,133.0,50.4,12.0
2017-07-17 13:00:00,57.6,53.5,141.8,56.3,16.6
2017-07-17 14:00:00,35.9,38.8,93.9,69.7,15.3
2017-07-17 15:00:00,34.4,47.0,99.8,64.3,19.1
2017-07-17 16:00:00,50.2,54.7,131.7,57.8,20.9
2017-07-17 17:00:00,41.0,61.2,124.0,52.4,37.5
2017-07-17 18:00:00,35.9,63.3,118.4,41.5,20.0
2017-07-17 19:00:00,19.7,55.7,85.9,42.0,22.1
2017-07-17 20:00:00,24.0,53.6,90.4,36.5,21.4
2017-07-17 21:00:00,25.5,55.3,94.4,29.6,18.2
2017-07-17 22:00:00,24.7,54.8,92.7,24.6,20.7
2017-07-17 23:00:00,16.6,45.4,70.9,28.1,14.5
2017-07-18 00:00:00,15.5,40.9,64.6,28.6,11.6
2017-07-18 01:00:00,11.9,26.4,44.5,42.4,8.4
2017-07-18 02:00:00,18.6,31.3,59.8,40.5,6.6
2017-07-18 03:00:00,13.1,29.4,49.5,39.5,7.3
2017-07-18 04:00:00,10.8,31.9,48.5,38.0,9.2
2017-07-18 05:00:00,29.8,41.6,87.2,29.6,14.2
2017-07-18 06:00:00,37.1,45.1,102.1,24.6,19.5
2017-07-18 07:00:00,36.7,45.8,102.1,24.1,20.8
2017-07-18 08:00:00,56.5,51.3,137.9,29.5,21.4
2017-07-18 09:00:00,25.5,40.7,79.9,59.8,26.8
2017-07-18 10:00:00,33.7,44.8,96.4,69.7,26.1
2017-07-18 11:00:00,30.6,41.6,88.4,77.1,26.4
2017-07-18 12:00:00,28.2,42.9,86.2,83.1,26.7
2017-07-18 13:00:00,25.9,44.2,84.0,86.0,26.3
2017-07-18 14:00:00,32.5,50.8,100.6,85.0,30.4
2017-07-18 15:00:00,20.1,46.4,77.2,92.0,29.4
2017-07-18 16:00:00,25.5,48.3,87.5,86.0,35.2
2017-07-18 17:00:00,15.5,46.2,69.9,88.5,34.0
2017-07-18 18:00:00,20.1,42.3,73.2,85.0,31.0
2017-07-18 19:00:00,17.4,46.6,73.3,76.1,29.3
2017-07-18 20:00:00,23.2,52.0,87.6,64.7,29.7
2017-07-18 21:00:00,25.2,51.3,89.9,54.8,32.7
2017-07-18 22:00:00,17.4,43.7,70.4,56.3,17.1
2017-07-18 23:00:00,20.5,39.4,70.8,56.8,19.8
2017-07-19 00:00:00,18.1,30.6,58.3,58.3,21.3
2017-07-19 01:00:00,8.3,34.4,47.1,45.7,25.8
2017-07-19 02:00:00,11.2,36.0,53.2,39.4,13.9
2017-07-19 03:00:00,8.1,34.5,46.9,42.9,11.5
2017-07-19 04:00:00,20.1,43.5,74.4,31.0,14.3
2017-07-19 05:00:00,32.1,48.5,97.8,26.1,14.6
2017-07-19 06:00:00,42.6,48.9,114.2,18.6,22.9
2017-07-19 07:00:00,55.8,52.6,138.1,16.6,38.7
2017-07-19 08:00:00,48.4,60.2,134.4,21.1,45.9
2017-07-19 09:00:00,31.8,55.5,104.2,42.4,34.1
2017-07-19 10:00:00,36.0,58.2,113.4,42.9,29.3
2017-07-19 11:00:00,24.4,46.7,84.1,45.9,18.1
2017-07-19 12:00:00,31.4,49.2,97.3,35.9,16.6
2017-07-19 13:00:00,21.7,43.4,76.7,44.4,13.5
2017-07-19 14:00:00,23.6,42.1,78.4,46.4,10.3
2017-07-19 15:00:00,32.5,57.8,107.7,44.4,14.7
2017-07-19 16:00:00,23.2,50.3,86.0,44.4,11.7
2017-07-19 17:00:00,31.0,54.5,102.0,36.9,16.1
2017-07-19 18:00:00,29.8,48.1,93.9,32.5,17.6
2017-07-19 19:00:00,22.5,49.8,84.3,25.0,19.2
2017-07-19 20:00:00,27.1,46.6,88.2,23.6,17.2
2017-07-19 21:00:00,36.4,51.2,107.0,18.6,14.2
2017-07-19 22:00:00,36.4,51.7,107.6,15.6,17.3
2017-07-19 23:00:00,40.7,55.5,117.9,11.7,20.1
2017-07-20 00:00:00,24.3,41.1,78.4,17.9,14.8
2017-07-20 01:00:00,17.6,29.1,56.1,27.2,15.9
2017-07-20 02:00:00,12.0,23.1,41.5,26.0,10.5
2017-07-20 03:00:00,14.3,24.7,46.7,24.0,6.2
2017-07-20 04:00:00,23.3,29.9,65.6,20.1,12.5
2017-07-20 05:00:00,34.9,35.5,89.0,14.6,13.2
2017-07-20 06:00:00,40.3,39.8,101.6,11.2,12.5
2017-07-20 07:00:00,53.5,39.4,121.5,11.1,11.5
2017-07-20 08:00:00,70.2,41.2,148.8,9.2,18.5
2017-07-20 09:00:00,91.1,35.6,175.3,6.2,14.3
2017-07-20 10:00:00,93.8,34.2,178.1,7.7,8.0
2017-07-20 11:00:00,79.9,32.3,154.8,7.7,17.0
2017-07-20 12:00:00,84.2,37.2,166.3,12.6,9.4
2017-07-20 13:00:00,75.6,40.8,156.7,19.6,9.0
2017-07-20 14:00:00,79.9,49.8,172.4,18.1,27.4
2017-07-20 15:00:00,59.4,47.8,138.8,26.5,20.4
2017-07-20 16:00:00,79.1,56.3,177.7,21.0,22.1
2017-07-20 17:00:00,59.4,50.2,141.2,21.0,24.1
2017-07-20 18:00:00,60.9,50.6,144.0,17.1,37.2
2017-07-20 19:00:00,36.1,41.9,97.2,22.0,24.4
2017-07-20 20:00:00,31.0,42.3,89.8,23.0,22.9
2017-07-20 21:00:00,29.5,40.0,85.2,21.5,18.6
2017-07-20 22:00:00,30.7,43.5,90.5,18.1,15.2
2017-07-20 23:00:00,34.2,38.5,90.9,19.1,19.1
2017-07-21 00:00:00,24.8,35.7,73.8,18.6,17.8
2017-07-21 01:00:00,15.5,30.1,53.9,25.2,13.6
2017-07-21 02:00:00,9.3,22.2,36.5,33.4,11.3
2017-07-21 03:00:00,11.6,21.4,39.3,35.9,10.3
2017-07-21 04:00:00,20.2,31.3,62.3,26.5,12.3
2017-07-21 05:00:00,33.0,33.9,84.5,24.5,14.3
2017-07-21 06:00:00,18.6,27.4,55.9,32.9,16.4
2017-07-21 07:00:00,25.6,28.0,67.3,34.4,18.1
2017-07-21 08:00:00,21.7,23.6,57.0,42.3,17.4
2017-07-21 09:00:00,23.3,25.9,61.6,42.3,15.8
2017-07-21 10:00:00,19.8,26.1,56.5,48.3,14.8
2017-07-21 11:00:00,27.6,27.9,70.2,45.8,14.3
2017-07-21 12:00:00,26.0,26.3,66.1,45.3,23.2
2017-07-21 13:00:00,20.6,21.4,52.9,46.8,14.2
2017-07-21 14:00:00,22.1,23.6,57.5,44.3,12.9
2017-07-21 15:00:00,17.5,22.8,49.6,47.8,10.9
2017-07-21 16:00:00,15.1,21.8,45.0,52.2,13.8
2017-07-21 17:00:00,12.4,22.5,41.6,55.2,20.5
2017-07-21 18:00:00,19.4,26.7,56.5,50.7,20.0
2017-07-21 19:00:00,9.3,25.1,39.4,50.2,17.2
2017-07-21 20:00:00,16.7,33.4,59.0,38.8,21.0
2017-07-21 21:00:00,19.8,40.2,70.6,30.9,23.1
2017-07-21 22:00:00,17.9,40.3,67.7,29.9,16.6
2017-07-21 23:00:00,27.6,50.2,92.5,21.0,12.8
2017-07-22 00:00:00,16.1,37.2,61.8,23.1,9.4
2017-07-22 01:00:00,20.7,30.6,62.3,21.8,8.7
2017-07-22 02:00:00,45.1,49.5,118.7,23.0,5.0
2017-07-22 03:00:00,24.9,41.6,79.7,26.4,6.3
2017-07-22 04:00:00,24.5,38.7,76.3,23.5,6.2
2017-07-22 05:00:00,24.9,37.5,75.7,22.0,7.0
2017-07-22 06:00:00,32.3,36.4,85.9,18.5,12.2
2017-07-22 07:00:00,23.3,28.2,64.0,25.9,12.9
2017-07-22 08:00:00,29.9,28.3,74.3,29.4,17.1
2017-07-22 09:00:00,21.4,25.4,58.2,36.8,13.0
2017-07-22 10:00:00,16.3,23.5,48.5,40.3,11.0
2017-07-22 11:00:00,20.2,26.1,57.1,37.3,15.6
2017-07-22 12:00:00,24.5,34.0,71.6,30.9,15.3
2017-07-22 13:00:00,37.7,43.6,101.5,21.5,10.5
2017-07-22 14:00:00,28.0,40.8,83.8,24.4,15.3
2017-07-22 15:00:00,29.9,40.7,86.6,25.4,10.1
2017-07-22 16:00:00,32.7,37.6,87.7,29.9,8.9
2017-07-22 17:00:00,25.3,35.2,73.9,34.3,6.1
2017-07-22 18:00:00,30.0,44.2,90.1,25.4,11.0
2017-07-22 19:00:00,43.2,49.7,115.9,15.5,16.3
2017-07-22 20:00:00,24.9,48.7,86.9,14.5,15.4
2017-07-22 21:00:00,30.7,46.5,93.6,14.5,17.6
2017-07-22 22:00:00,38.5,49.5,108.5,10.6,15.8
2017-07-22 23:00:00,46.3,56.6,127.6,9.6,10.6
2017-07-23 00:00:00,29.6,50.3,95.7,9.2,14.3
2017-07-23 01:00:00,52.4,57.3,137.7,2.6,12.0
2017-07-23 02:00:00,108.2,59.2,225.0,1.1,14.6
2017-07-23 03:00:00,86.8,50.1,183.2,2.1,14.0
2017-07-23 04:00:00,81.0,47.6,171.7,2.1,17.7
2017-07-23 05:00:00,53.7,41.4,123.7,4.6,14.5
2017-07-23 06:00:00,56.1,35.3,121.3,6.6,15.2
2017-07-23 07:00:00,90.7,35.2,174.2,5.1,14.3
2017-07-23 08:00:00,44.4,29.1,97.2,13.5,14.8
2017-07-23 09:00:00,47.9,34.2,107.6,15.5,13.9
2017-07-23 10:00:00,39.7,31.8,92.7,23.4,12.4
2017-07-23 11:00:00,42.4,43.4,108.4,20.5,20.2
2017-07-23 12:00:00,37.0,34.4,91.1,26.9,12.8
2017-07-23 13:00:00,42.4,39.3,104.3,23.9,11.0
2017-07-23 14:00:00,39.7,36.5,97.4,28.9,15.4
2017-07-23 15:00:00,25.7,35.2,74.6,38.8,13.3
2017-07-23 16:00:00,29.6,43.7,89.1,25.4,20.7
2017-07-23 17:00:00,53.4,51.4,133.2,18.0,15.3
2017-07-23 18:00:00,54.5,53.1,136.7,16.5,17.9
2017-07-23 19:00:00,55.3,57.2,142.0,9.0,18.9
2017-07-23 20:00:00,39.0,56.6,116.3,7.6,16.3
2017-07-23 21:00:00,54.2,63.1,146.2,7.6,13.0
2017-07-23 22:00:00,55.7,60.1,145.5,4.6,14.2
2017-07-23 23:00:00,56.1,54.2,140.2,5.1,12.7
2017-07-24 00:00:00,42.6,48.7,114.0,6.6,10.3
2017-07-24 01:00:00,53.0,46.4,127.6,3.9,10.0
2017-07-24 02:00:00,49.9,42.9,119.3,12.0,5.7
2017-07-24 03:00:00,31.2,40.1,87.9,17.5,9.7
2017-07-24 04:00:00,73.7,45.9,158.8,6.1,11.4
2017-07-24 05:00:00,86.5,40.2,172.9,12.0,9.7
2017-07-24 06:00:00,37.0,35.6,92.3,24.9,10.1
2017-07-24 07:00:00,29.2,33.2,78.0,29.8,11.3
2017-07-24 08:00:00,23.4,27.7,63.6,34.8,8.2
2017-07-24 09:00:00,30.8,28.4,75.6,35.3,11.6
2017-07-24 10:00:00,19.9,20.3,50.8,42.7,9.9
2017-07-24 11:00:00,19.5,21.0,50.8,40.7,8.0
2017-07-24 12:00:00,25.7,25.8,65.3,39.7,10.4
2017-07-24 13:00:00,28.1,28.0,71.0,36.8,11.5
2017-07-24 14:00:00,33.5,33.5,84.9,32.3,12.0
2017-07-24 15:00:00,29.6,32.0,77.4,36.3,12.1
2017-07-24 16:00:00,21.4,26.7,59.6,41.2,12.7
2017-07-24 17:00:00,21.1,32.0,64.3,33.3,13.1
2017-07-24 18:00:00,15.2,26.6,49.9,36.8,12.3
2017-07-24 19:00:00,15.2,27.2,50.5,40.7,7.8
2017-07-24 20:00:00,7.4,22.4,33.8,40.7,8.3
2017-07-24 21:00:00,14.4,28.4,50.5,34.8,9.5
2017-07-24 22:00:00,19.9,31.0,61.5,27.8,11.7
2017-07-24 23:00:00,32.8,34.7,85.0,20.9,11.6
2017-07-25 00:00:00,14.6,24.9,47.2,29.0,8.3
2017-07-25 01:00:00,40.1,34.8,96.2,20.4,10.8
2017-07-25 02:00:00,27.7,30.4,72.9,23.4,9.5
2017-07-25 03:00:00,11.3,19.2,36.6,34.8,8.7
2017-07-25 04:00:00,13.7,20.2,41.2,36.7,8.3
2017-07-25 05:00:00,28.5,31.5,75.2,29.8,12.0
2017-07-25 06:00:00,19.9,31.6,62.1,29.3,11.7
2017-07-25 07:00:00,30.4,32.6,79.2,30.8,11.6
2017-07-25 08:00:00,16.4,22.4,47.5,43.2,9.8
2017-07-25 09:00:00,27.7,26.9,69.4,45.6,9.8
2017-07-25 10:00:00,26.5,27.2,67.9,44.2,13.4
2017-07-25 11:00:00,,,,,
2017-07-25 12:00:00,59.0,47.6,138.0,28.3,21.3
2017-07-25 13:00:00,47.6,34.3,107.3,38.2,16.2
2017-07-25 14:00:00,47.2,38.5,110.9,38.2,15.9
2017-07-25 15:00:00,53.1,41.6,123.0,40.2,18.5
2017-07-25 16:00:00,51.5,47.6,126.6,41.2,23.6
2017-07-25 17:00:00,39.4,39.6,100.0,46.6,19.0
2017-07-25 18:00:00,32.4,48.4,98.0,42.2,22.6
2017-07-25 19:00:00,21.4,48.0,80.9,42.2,22.0
